,CustID,bucket,age,loyalty_card,Department,brand_name,Storechain,ChannelType,Class,StoreNum,Storeage,trx_hr_char,trx_dow_new,trx_tod,Date,MDY,Year,Sales,Cost,mkt_bdgt,Margin,sss,City,City_Lat,City_Long,Country,Country_Lat,Country_Long,Region,Region_Lat,Region_Long,Region_2,Region_2_Lat,Region_2_Long,State,State_Lat,State_Long,age_bucket,Storechain1,brand_name1
388,30558658.0,2.0,68.0,1.0,women,Oak,FAST,Internet,women_handbags,976.0,7.0,7 PM,THU,Evening,2009-09-17,09:09:00,2009.0,28.0,36.0,3200096.68,-7.01,1212.0,Spokane,47.673341,-117.410271,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,18-25,FAST,Oak
389,30558672.0,2.0,,0.0,women,Oak,FAST,Internet,women_handbags,1244.0,1.0,4 PM,WED,Afternoon,2009-08-19,08:09:00,2009.0,58.0,20.0,2294297.28,38.0,1145.0,Marina del Rey,33.979361,-118.452912,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,46-55,MODA,Maple
390,30558734.0,1.0,,0.0,women,Oak,FAST,Internet,women_Graphic Tees,976.0,7.0,3 PM,THU,Afternoon,2010-01-07,01:10:00,2010.0,33.0,16.0,3200096.68,17.52,1212.0,Spokane,47.673341,-117.410271,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,56-65,MODA,Maple
391,30558734.0,2.0,,0.0,women,Oak,FAST,Internet,women_shoes,976.0,7.0,4 PM,FRI,Afternoon,2009-10-30,10:09:00,2009.0,161.0,56.0,3200096.68,104.91,1212.0,Spokane,47.673341,-117.410271,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,46-55,MODA,Maple
392,30558752.0,3.0,,0.0,women,Oak,FAST,Resale,women_Graphic Tees,863.0,2.0,8 PM,FRI,Evening,2009-08-07,08:09:00,2009.0,84.0,21.0,1973216.84,62.85,1337.0,Duluth,46.780373,-92.117079,United States,45.2213,-93.6086,US_MW,43.3,-84.75,US Midwest,43.3,-84.75,MN,45.2213,-93.6086,26-35,FAST,Pine
393,30558756.0,1.0,55.0,1.0,women,Oak,FAST,Internet,women_handbags,1244.0,1.0,12 PM,WED,Afternoon,2010-01-27,01:10:00,2010.0,70.0,22.0,2294297.28,48.22,1145.0,Marina del Rey,33.979361,-118.452912,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,18-25,FAST,Oak
394,30558777.0,1.0,34.0,1.0,electronics,Oak,FAST,Internet,camcorders,976.0,7.0,1 PM,SUN,Afternoon,2009-12-27,12:09:00,2009.0,5.0,2.0,133939.19,3.0,1212.0,Spokane,47.673341,-117.410271,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,Over 65,FAST,Oak
395,30558777.0,1.0,34.0,1.0,grocery,Oak,FAST,Internet,canned_goods,976.0,7.0,11 AM,TUE,Morning,2009-12-15,12:09:00,2009.0,15.0,2.0,195183.88,13.11,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,56-65,MODA,Maple
396,30558816.0,2.0,88.0,1.0,women,Oak,FAST,Internet,women_tops,976.0,7.0,12 PM,WED,Afternoon,2009-10-28,10:09:00,2009.0,62.0,15.0,3200096.68,46.5,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,56-65,FAST,Oak
397,30558816.0,2.0,88.0,1.0,women,Oak,FAST,Internet,women_tops,976.0,7.0,12 PM,WED,Afternoon,2009-10-28,10:09:00,2009.0,71.0,16.0,3200096.68,55.41,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,26-35,GRAND,Pine
398,30558838.0,1.0,,0.0,women,Oak,FAST,Internet,women_sunglasses,1182.0,2.0,4 PM,WED,Afternoon,2009-12-02,12:09:00,2009.0,19.0,8.0,5094380.9,11.4,879.0,Burlington,42.506362,-71.200088,United States,42.2748,-71.378,US_NE,42.0,-75.0,US Northeast,42.0,-75.0,MA,42.2748,-71.378,Over 65,MODA,Maple
399,30558838.0,2.0,,0.0,electronics,Oak,FAST,Resale,PC games,863.0,2.0,3 PM,MON,Afternoon,2009-10-26,10:09:00,2009.0,21.0,7.0,147171.36,14.78,1337.0,Boston,42.321597,-71.089115,United States,42.2748,-71.378,US_NE,42.0,-75.0,US Northeast,42.0,-75.0,MA,42.2748,-71.378,18-25,FAST,Oak
400,30558880.0,1.0,,0.0,women,Oak,FAST,Internet,women_jewelry,976.0,7.0,7 PM,SUN,Evening,2010-01-24,01:10:00,2010.0,47.0,38.0,3200096.68,9.49,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,56-65,MODA,Maple
401,30558979.0,1.0,,0.0,women,Oak,FAST,Internet,women_Graphic Tees,1244.0,1.0,9 AM,FRI,Morning,2010-01-22,01:10:00,2010.0,47.0,17.0,2294297.28,30.49,1145.0,Marina del Rey,33.979361,-118.452912,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,56-65,MODA,Maple
402,30558979.0,1.0,,0.0,women,Oak,FAST,Internet,women_handbags,976.0,7.0,9 AM,THU,Morning,2010-01-07,01:10:00,2010.0,74.0,19.0,3200096.68,54.52,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,Over 65,FAST,Oak
403,30559001.0,2.0,,0.0,women,Oak,FAST,Internet,women_Active,977.0,7.0,11 AM,THU,Morning,2009-09-24,09:09:00,2009.0,67.0,15.0,3200096.68,51.98,977.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,46-55,MODA,Maple
404,30559078.0,2.0,88.0,1.0,women,Oak,FAST,Internet,women_Capris,977.0,7.0,8 PM,THU,Evening,2009-09-24,09:09:00,2009.0,23.0,16.0,3200096.68,6.78,977.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,46-55,FAST,Oak
405,30559079.0,2.0,,0.0,grocery,Oak,FAST,Internet,canned_goods,1002.0,3.0,10 AM,THU,Morning,2009-09-17,09:09:00,2009.0,9.0,4.0,39669.51,5.45,1286.0,Pittsburgh,40.441419,-79.977292,United States,40.4643,-77.1222,US_AT,40.3,-74.5,US Atlantic Coast,40.3,-74.5,PA,40.4643,-77.1222,18-25,FAST,Oak
406,30559096.0,3.0,89.0,1.0,women,Oak,FAST,Internet,women_handbags,976.0,7.0,11 AM,WED,Morning,2009-08-05,08:09:00,2009.0,66.0,18.0,3200096.68,48.46,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,26-35,FAST,Oak
407,30559096.0,3.0,89.0,1.0,women,Oak,FAST,Internet,women_tops,976.0,7.0,11 AM,WED,Morning,2009-08-05,08:09:00,2009.0,51.0,18.0,3200096.68,33.07,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,56-65,MODA,Maple
408,30559123.0,2.0,,0.0,women,Oak,FAST,Internet,women_handbags,1216.0,2.0,2 PM,TUE,Afternoon,2009-10-20,10:09:00,2009.0,75.0,18.0,5094380.9,57.17,1255.0,Lexington,38.029632,-84.494642,United States,37.7975,-85.2389,US_SE,30.0,-83.0,US Southeast,30.0,-83.0,KY,37.7975,-85.2389,46-55,MODA,Maple
409,30559128.0,1.0,28.0,1.0,women,Oak,FAST,Internet,women_Cardigans,976.0,7.0,4 PM,WED,Afternoon,2010-01-06,01:10:00,2010.0,36.0,20.0,3200096.68,16.29,1212.0,Spokane,47.673341,-117.410271,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,36-45,GRAND,Pine
410,30559134.0,1.0,88.0,1.0,women,Oak,FAST,Internet,women_socks,976.0,7.0,4 PM,TUE,Afternoon,2009-11-24,11:09:00,2009.0,25.0,7.0,3200096.68,18.35,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,56-65,MODA,Maple
411,30559134.0,2.0,88.0,1.0,women,Oak,FAST,Internet,women_Pants,976.0,7.0,2 PM,MON,Afternoon,2009-08-31,08:09:00,2009.0,84.0,22.0,3200096.68,61.85,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,36-45,MODA,Maple
412,30559182.0,2.0,,0.0,women,Oak,FAST,Store,women_tops,1214.0,2.0,2 PM,THU,Afternoon,2009-11-05,11:09:00,2009.0,38.0,16.0,5094380.9,22.34,1062.0,Baton Rouge,30.45809,-91.140229,United States,30.7094,-91.4656,US_SE,30.0,-83.0,US Southeast,30.0,-83.0,LA,30.7094,-91.4656,26-35,GRAND,Maple
413,30559211.0,1.0,,0.0,women,Oak,FAST,Internet,women_jewelry,977.0,7.0,6 PM,SAT,Evening,2009-12-12,12:09:00,2009.0,77.0,43.0,3200096.68,33.93,977.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,46-55,GRAND,Maple
414,30559221.0,1.0,,0.0,women,Oak,FAST,Internet,women_socks,874.0,8.0,9 AM,THU,Morning,2009-12-03,12:09:00,2009.0,26.0,7.0,3604909.76,19.23,734.0,Savannah,32.050706,-81.103762,United States,33.2598,-83.8337,US_SE,30.0,-83.0,US Southeast,30.0,-83.0,GA,33.2598,-83.8337,18-25,FAST,Oak
415,30559224.0,1.0,,0.0,women,Oak,FAST,Internet,women_shorts,976.0,7.0,7 PM,FRI,Evening,2010-01-01,01:10:00,2010.0,114.0,28.0,3200096.68,86.8,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,46-55,MODA,Maple
416,30559224.0,1.0,,0.0,women,Oak,FAST,Internet,women_watches,976.0,7.0,4 PM,TUE,Afternoon,2010-01-05,01:10:00,2010.0,43.0,24.0,3200096.68,19.58,1212.0,Spokane,47.673341,-117.410271,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,56-65,MODA,Maple
417,30559253.0,1.0,,0.0,women,Oak,FAST,Internet,women_Graphic Tees,976.0,7.0,3 PM,WED,Afternoon,2009-12-16,12:09:00,2009.0,46.0,25.0,3200096.68,21.15,1212.0,Spokane,47.673341,-117.410271,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,56-65,MODA,Maple
418,30559279.0,2.0,62.0,1.0,women,Oak,FAST,Internet,women_handbags,976.0,7.0,10 AM,FRI,Morning,2009-09-04,09:09:00,2009.0,71.0,20.0,3200096.68,51.88,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,26-35,GRAND,Maple
419,30559292.0,1.0,,0.0,grocery,Oak,FAST,Internet,produce,976.0,7.0,2 PM,FRI,Afternoon,2009-12-18,12:09:00,2009.0,32.0,6.0,195183.88,26.11,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,46-55,MODA,Maple
420,30559307.0,1.0,42.0,1.0,grocery,Oak,FAST,Internet,meat_poultry,977.0,7.0,3 PM,TUE,Afternoon,2009-12-15,12:09:00,2009.0,28.0,5.0,195183.88,23.04,977.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,36-45,GRAND,Pine
421,30559324.0,1.0,22.0,1.0,women,Oak,FAST,Internet,women_Active,1107.0,1.0,10 AM,SAT,Morning,2010-01-02,01:10:00,2010.0,50.0,21.0,707071.26,28.99,762.0,Austin,30.300474,-97.747247,United States,30.9807,-97.4423,US_SW,35.0,-106.0,US Southwest,35.0,-106.0,TX,30.9807,-97.4423,Over 65,FAST,Oak
422,30559328.0,2.0,,0.0,women,Oak,FAST,Internet,women_jewelry,1012.0,3.0,5 PM,SAT,Afternoon,2009-09-26,09:09:00,2009.0,141.0,38.0,1194002.88,102.6,1089.0,Raleigh,35.818835,-78.64459,United States,35.5585,-79.6546,US_CS,35.0,-79.0,US South Central,35.0,-79.0,NC,35.5585,-79.6546,36-45,MODA,Maple
423,30559403.0,1.0,,0.0,women,Oak,FAST,Internet,women_Active,1200.0,2.0,2 PM,THU,Afternoon,2009-12-31,12:09:00,2009.0,78.0,18.0,5094380.9,60.25,929.0,Atlanta,33.759506,-84.403176,United States,33.2598,-83.8337,US_SE,30.0,-83.0,US Southeast,30.0,-83.0,GA,33.2598,-83.8337,56-65,MODA,Maple
424,30559483.0,1.0,51.0,1.0,women,Oak,FAST,Internet,women_handbags,977.0,7.0,1 PM,THU,Afternoon,2010-01-07,01:10:00,2010.0,21.0,6.0,3200096.68,14.55,977.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,56-65,MODA,Maple
425,30559538.0,1.0,,0.0,women,Oak,FAST,Internet,women_handbags,976.0,7.0,11 AM,WED,Morning,2009-11-11,11:09:00,2009.0,64.0,16.0,3200096.68,48.7,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,46-55,GRAND,Maple
426,30559542.0,2.0,,0.0,women,Oak,FAST,Internet,women_socks,976.0,7.0,4 PM,TUE,Afternoon,2009-11-03,11:09:00,2009.0,22.0,7.0,3200096.68,14.64,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,46-55,MODA,Maple
427,30559565.0,1.0,,0.0,grocery,Oak,FAST,Internet,canned_goods,976.0,7.0,12 PM,TUE,Afternoon,2009-12-15,12:09:00,2009.0,18.0,4.0,195183.88,14.48,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,56-65,MODA,Maple
428,30559703.0,2.0,,0.0,women,Oak,FAST,Internet,women_handbags,1244.0,1.0,6 PM,FRI,Evening,2009-09-18,09:09:00,2009.0,23.0,19.0,2294297.28,4.09,1145.0,Los Gatos,37.236044,-121.961768,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,56-65,FAST,Oak
429,30559772.0,2.0,,0.0,women,Oak,FAST,Internet,women_sunglasses,1174.0,3.0,7 PM,SAT,Evening,2009-09-12,09:09:00,2009.0,23.0,9.0,1964080.58,13.56,1202.0,Woodbury,44.920101,-92.935415,United States,45.2213,-93.6086,US_MW,43.3,-84.75,US Midwest,43.3,-84.75,MN,45.2213,-93.6086,18-25,FAST,Oak
430,30559820.0,2.0,,0.0,women,Oak,FAST,Internet,women_tops,1223.0,1.0,2 PM,SAT,Afternoon,2009-10-17,10:09:00,2009.0,65.0,13.0,2294297.28,51.5,1277.0,Laguna Beach,33.531525,-117.769043,United States,35.443,-119.3619,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,CA,35.443,-119.3619,46-55,MODA,Maple
431,30559846.0,2.0,,0.0,women,Oak,FAST,Internet,women_watches,976.0,7.0,2 PM,SAT,Afternoon,2009-08-22,08:09:00,2009.0,25.0,15.0,3200096.68,9.52,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,36-45,MODA,Maple
432,30559854.0,1.0,,0.0,women,Oak,FAST,Internet,women_handbags,976.0,7.0,3 PM,TUE,Afternoon,2009-12-29,12:09:00,2009.0,28.0,14.0,3200096.68,14.24,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,56-65,MODA,Maple
433,30560037.0,2.0,,0.0,women,Oak,FAST,Internet,women_tops,1128.0,5.0,4 PM,SAT,Afternoon,2009-09-05,09:09:00,2009.0,7.0,15.0,1576393.8,-7.86,747.0,Baltimore,39.307956,-76.617016,United States,39.1513,-76.7954,US_AT,40.3,-74.5,US Atlantic Coast,40.3,-74.5,MD,39.1513,-76.7954,36-45,MODA,Maple
434,30560175.0,3.0,,0.0,women,Oak,FAST,Store,women_watches,1023.0,2.0,8 PM,SAT,Evening,2009-08-08,08:09:00,2009.0,5.0,7.0,2410874.34,-1.92,995.0,Myrtle Beach,33.704238,-78.875453,United States,34.0335,-81.0278,US_CS,35.0,-79.0,US South Central,35.0,-79.0,SC,34.0335,-81.0278,46-55,MODA,Maple
435,30560193.0,1.0,64.0,1.0,women,Oak,FAST,Internet,women_handbags,976.0,7.0,5 PM,SUN,Afternoon,2009-11-15,11:09:00,2009.0,19.0,18.0,3200096.68,1.19,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,56-65,MODA,Maple
436,30560201.0,1.0,36.0,1.0,electronics,Oak,FAST,Resale,DVD & Blu-ray,863.0,2.0,4 PM,THU,Afternoon,2009-12-10,12:09:00,2009.0,38.0,7.0,147171.36,31.1,1337.0,Toledo,41.665682,-83.575337,United States,40.4959,-82.7383,US_MW,43.3,-84.75,US Midwest,43.3,-84.75,OH,40.4959,-82.7383,46-55,GRAND,Maple
437,30560239.0,2.0,,0.0,electronics,Oak,FAST,Internet,PC games,1220.0,2.0,1 PM,TUE,Afternoon,2009-10-20,10:09:00,2009.0,38.0,11.0,144875.3,27.25,1075.0,Fort Worth,32.738881,-97.33379,United States,30.9807,-97.4423,US_SW,35.0,-106.0,US Southwest,35.0,-106.0,TX,30.9807,-97.4423,26-35,GRAND,Pine
438,30560503.0,2.0,89.0,1.0,women,Oak,FAST,Internet,women_Pants,976.0,7.0,9 AM,WED,Morning,2009-11-04,11:09:00,2009.0,66.0,17.0,3200096.68,49.15,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,26-35,MODA,Maple
439,30560568.0,1.0,,0.0,women,Oak,FAST,Internet,women_sunglasses,878.0,2.0,12 PM,THU,Afternoon,2009-11-12,11:09:00,2009.0,33.0,8.0,1973216.84,24.52,1067.0,Fort Lauderdale,26.135763,-80.14181,United States,27.8002,-81.6528,US_SE,30.0,-83.0,US Southeast,30.0,-83.0,FL,27.8002,-81.6528,56-65,MODA,Maple
440,30560600.0,2.0,,0.0,grocery,Oak,FAST,Internet,canned_goods,976.0,7.0,3 PM,THU,Afternoon,2009-08-27,08:09:00,2009.0,19.0,4.0,195183.88,14.79,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,18-25,FAST,Oak
441,30560683.0,1.0,,0.0,women,Oak,FAST,Internet,women_Pants,976.0,7.0,10 AM,MON,Morning,2010-01-25,01:10:00,2010.0,84.0,22.0,3200096.68,61.85,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,56-65,MODA,Maple
442,30560714.0,2.0,59.0,1.0,women,Oak,FAST,Internet,women_Active,1107.0,1.0,2 PM,MON,Afternoon,2009-10-19,10:09:00,2009.0,75.0,22.0,707071.26,53.01,762.0,Austin,30.300474,-97.747247,United States,30.9807,-97.4423,US_SW,35.0,-106.0,US Southwest,35.0,-106.0,TX,30.9807,-97.4423,56-65,FAST,Oak
443,30560724.0,1.0,,0.0,women,Oak,FAST,Internet,women_Active,1180.0,2.0,12 PM,FRI,Afternoon,2009-11-27,11:09:00,2009.0,52.0,14.0,5094380.9,37.48,870.0,Ann Arbor,42.274488,-83.739261,United States,42.8535,-84.1439,US_MW,43.3,-84.75,US Midwest,43.3,-84.75,MI,42.8535,-84.1439,Over 65,FAST,Oak
444,30560724.0,2.0,,0.0,women,Oak,FAST,Internet,women_socks,977.0,7.0,10 AM,TUE,Morning,2009-10-06,10:09:00,2009.0,26.0,7.0,3200096.68,19.22,977.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,36-45,MODA,Maple
445,30560833.0,1.0,,0.0,women,Oak,FAST,Internet,women_tops,976.0,7.0,8 PM,SAT,Evening,2010-01-09,01:10:00,2010.0,28.0,19.0,3200096.68,9.36,1212.0,Spokane,47.673341,-117.410271,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,36-45,GRAND,Pine
446,30560846.0,1.0,51.0,1.0,grocery,Oak,FAST,Internet,meat_poultry,933.0,8.0,10 AM,WED,Morning,2010-01-27,01:10:00,2010.0,18.0,10.0,294824.52,8.37,708.0,Fort Worth,32.738881,-97.33379,United States,30.9807,-97.4423,US_SW,35.0,-106.0,US Southwest,35.0,-106.0,TX,30.9807,-97.4423,56-65,MODA,Maple
447,30560846.0,2.0,51.0,1.0,women,Oak,FAST,Internet,women_sr skirts,930.0,8.0,9 AM,WED,Morning,2009-09-16,09:09:00,2009.0,21.0,6.0,3604909.76,15.13,1218.0,Houston,29.762895,-95.383173,United States,30.9807,-97.4423,US_SW,35.0,-106.0,US Southwest,35.0,-106.0,TX,30.9807,-97.4423,18-25,FAST,Oak
448,30560880.0,2.0,,0.0,women,Oak,FAST,Internet,women_handbags,976.0,7.0,1 PM,SAT,Afternoon,2009-10-31,10:09:00,2009.0,80.0,20.0,3200096.68,59.46,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,36-45,MODA,Maple
449,30560923.0,1.0,,0.0,women,Oak,FAST,Store,women_tops,1123.0,6.0,2 PM,FRI,Afternoon,2009-11-27,11:09:00,2009.0,28.0,26.0,149068.75,2.66,976.0,New York,40.704234,-73.917927,United States,41.5435,-74.6941,US_AT,40.3,-74.5,US Atlantic Coast,40.3,-74.5,NY,41.5435,-74.6941,18-25,FAST,Oak
450,30560933.0,1.0,19.0,1.0,women,Oak,FAST,Resale,women_Pants,863.0,2.0,9 AM,TUE,Morning,2010-01-12,01:10:00,2010.0,22.0,28.0,1973216.84,-5.66,1337.0,Milford,41.218697,-73.05955,United States,41.497,-72.8696,US_NE,42.0,-75.0,US Northeast,42.0,-75.0,CT,41.497,-72.8696,56-65,MODA,Maple
451,30560933.0,1.0,19.0,1.0,women,Oak,FAST,Resale,women_jewelry,863.0,2.0,9 AM,TUE,Morning,2010-01-12,01:10:00,2010.0,45.0,37.0,1973216.84,7.74,1337.0,Toledo,41.665682,-83.575337,United States,40.4959,-82.7383,US_MW,43.3,-84.75,US Midwest,43.3,-84.75,OH,40.4959,-82.7383,46-55,GRAND,Pine
452,30560933.0,1.0,19.0,1.0,women,Oak,FAST,Store,women_handbags,1123.0,6.0,11 AM,MON,Morning,2009-12-28,12:09:00,2009.0,19.0,9.0,149068.75,10.09,976.0,New York,40.704234,-73.917927,United States,41.5435,-74.6941,US_AT,40.3,-74.5,US Atlantic Coast,40.3,-74.5,NY,41.5435,-74.6941,Over 65,MODA,Maple
453,30561029.0,1.0,,0.0,grocery,Oak,FAST,Internet,dairy,977.0,7.0,12 PM,THU,Afternoon,2009-12-10,12:09:00,2009.0,0.0,4.0,195183.88,-3.75,977.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,56-65,MODA,Maple
454,30561048.0,2.0,,0.0,women,Oak,FAST,Internet,women_Pants,1158.0,1.0,1 PM,THU,Afternoon,2009-10-08,10:09:00,2009.0,93.0,26.0,2294297.28,67.3,870.0,Nashville,36.15914917,-86.78192139,United States,35.7837,-86.431,US_CS,35.0,-79.0,US South Central,35.0,-79.0,TN,35.7837,-86.431,26-35,GRAND,Maple
455,30561048.0,2.0,,0.0,women,Oak,FAST,Internet,women_jewelry,1158.0,1.0,4 PM,SUN,Afternoon,2009-10-11,10:09:00,2009.0,169.0,39.0,2294297.28,130.1,870.0,Nashville,36.15914917,-86.78192139,United States,35.7837,-86.431,US_CS,35.0,-79.0,US South Central,35.0,-79.0,TN,35.7837,-86.431,26-35,MODA,Maple
456,30561140.0,1.0,,0.0,grocery,Oak,FAST,Internet,meat_poultry,1158.0,1.0,12 PM,SAT,Afternoon,2010-01-16,01:10:00,2010.0,28.0,16.0,124002.88,12.49,870.0,Nashville,36.15914917,-86.78192139,United States,35.7837,-86.431,US_CS,35.0,-79.0,US South Central,35.0,-79.0,TN,35.7837,-86.431,46-55,GRAND,Maple
457,30561140.0,1.0,,0.0,women,Oak,FAST,Internet,women_Active,911.0,8.0,2 PM,WED,Afternoon,2009-12-23,12:09:00,2009.0,84.0,12.0,3604909.76,72.02,1019.0,Austin,30.300474,-97.747247,United States,30.9807,-97.4423,US_SW,35.0,-106.0,US Southwest,35.0,-106.0,TX,30.9807,-97.4423,56-65,MODA,Maple
458,30561348.0,1.0,,0.0,women,Oak,FAST,Internet,women_Active,976.0,7.0,7 PM,SAT,Evening,2009-12-26,12:09:00,2009.0,75.0,24.0,3200096.68,50.92,1212.0,Spokane,47.673341,-117.410271,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,46-55,GRAND,Maple
459,30561348.0,1.0,,0.0,women,Oak,FAST,Internet,women_tops,976.0,7.0,7 PM,SAT,Evening,2009-12-26,12:09:00,2009.0,23.0,19.0,3200096.68,3.79,1212.0,Seattle,47.626353,-122.333144,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,36-45,GRAND,Pine
460,30561406.0,1.0,,0.0,women,Oak,FAST,Internet,women_handbags,976.0,7.0,5 PM,SUN,Afternoon,2010-01-24,01:10:00,2010.0,84.0,19.0,3200096.68,64.41,1212.0,Spokane,47.673341,-117.410271,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,36-45,GRAND,Pine
461,30561406.0,2.0,,0.0,grocery,Oak,FAST,Internet,coffee_tea,976.0,7.0,2 PM,SAT,Afternoon,2009-09-19,09:09:00,2009.0,17.0,7.0,195183.88,9.58,1212.0,Spokane,47.673341,-117.410271,United States,47.3522,-121.613,US_WC,47.0,-121.0,US West Coast,47.0,-121.0,WA,47.3522,-121.613,18-25,FAST,Oak
